;Tipo;Bairro;Quartos;Vagas;Suites;Area;Valor;Condominio;IPTU;Valor m2;Agregado
283;Apartamento;Botafogo;1;0;0;35;1000.0;293.0;86.0;28.57;Apartamento
284;Apartamento;Tijuca;3;1;0;164;3500.0;1310.0;257.0;21.34;Apartamento
285;Apartamento;Jacarepaguá;2;1;1;60;1200.0;524.0;13.0;20.0;Apartamento
286;Apartamento;Água Santa;2;1;0;50;850.0;280.0;12.0;17.0;Apartamento
287;Apartamento;Botafogo;2;1;1;79;4315.0;1110.0;187.0;54.62;Apartamento
288;Apartamento;Recreio dos Bandeirantes;2;1;1;80;1600.0;615.0;3.0;20.0;Apartamento
289;Apartamento;Tijuca;1;0;0;36;1300.0;295.0;24.0;36.11;Apartamento
290;Apartamento;Jardim Oceânico;4;4;3;190;5700.0;1069.0;808.0;30.0;Apartamento
291;Apartamento;Freguesia (Jacarepaguá);3;1;0;84;1500.0;900.0;0.0;17.86;Apartamento
292;Apartamento;São Cristóvão;2;0;0;50;1000.0;600.0;0.0;20.0;Apartamento
293;Quitinete;Copacabana;1;0;0;26;1400.0;370.0;21.0;53.85;Apartamento
294;Loja/Salão;Recreio dos Bandeirantes;0;2;0;140;3990.0;1410.0;968.0;28.5;Apartamento
295;Prédio Inteiro;Campo Grande;0;0;0;650;35000.0;0.0;0.0;53.85;Apartamento
296;Casa de Condomínio;Barra da Tijuca;4;4;4;1000;30000.0;2695.0;23715.0;30.0;Casa
297;Conjunto Comercial/Sala;Centro;0;0;0;120;3000.0;1380.0;507.0;25.0;Apartamento
298;Apartamento;Ilha do Governador;3;1;0;83;1500.0;440.0;132.0;18.07;Apartamento
299;Apartamento;Olaria;2;0;0;90;1000.0;150.0;0.0;11.11;Apartamento
300;Apartamento;Humaitá;1;0;0;57;3990.0;860.0;100.0;70.0;Apartamento
301;Apartamento;Maracanã;3;1;0;95;2500.0;600.0;80.0;26.32;Apartamento
302;Casa de Vila;Jardim Sulacap;2;1;2;115;1600.0;1.0;60.0;13.91;Casa
303;Apartamento;Leblon;4;2;2;200;11000.0;2900.0;580.0;55.0;Apartamento
304;Loja/Salão;Del Castilho;0;0;0;85;6500.0;0.0;398.0;76.47;Apartamento
305;Apartamento;Barra da Tijuca;2;1;1;63;1900.0;824.0;0.0;30.16;Apartamento
306;Apartamento;Gávea;2;1;1;100;3900.0;1300.0;320.0;39.0;Apartamento
307;Apartamento;Ipanema;3;2;1;165;7500.0;2200.0;532.0;45.45;Apartamento
308;Galpão/Depósito/Armazém;Santo Cristo;0;0;0;1096;12000.0;0.0;1771.0;10.95;Apartamento
309;Conjunto Comercial/Sala;Centro;0;0;0;145;3800.0;1400.0;413.0;26.21;Apartamento
310;Apartamento;Ipanema;3;2;2;160;6000.0;3500.0;4600.0;37.5;Apartamento
311;Conjunto Comercial/Sala;Flamengo;0;0;0;32;1300.0;400.0;0.0;40.62;Apartamento
312;Apartamento;Flamengo;1;1;0;48;2100.0;580.0;70.0;43.75;Apartamento
313;Apartamento;Leblon;2;1;1;87;4800.0;1300.0;361.0;55.17;Apartamento
314;Casa de Vila;Oswaldo Cruz;1;0;1;40;800.0;0.0;0.0;20.0;Casa
315;Apartamento;Barra da Tijuca;3;1;1;105;2500.0;1400.0;1500.0;23.81;Apartamento
316;Galpão/Depósito/Armazém;Bonsucesso;0;3;0;404;15000.0;0.0;370.0;37.13;Apartamento
317;Casa de Condomínio;Freguesia (Jacarepaguá);2;1;0;163;1800.0;92.0;46.0;11.04;Casa
318;Conjunto Comercial/Sala;Centro;0;0;0;87;3000.0;764.0;134.0;34.48;Apartamento
319;Quitinete;Copacabana;1;0;0;30;1300.0;370.0;30.0;43.33;Apartamento
320;Conjunto Comercial/Sala;Barra da Tijuca;0;9;0;190;10000.0;5503.0;1250.0;52.63;Apartamento
321;Conjunto Comercial/Sala;Leblon;0;0;0;6;900.0;0.0;0.0;150.0;Apartamento
322;Apartamento;Barra da Tijuca;3;1;1;80;3500.0;1410.0;270.0;43.75;Apartamento
323;Conjunto Comercial/Sala;Centro;0;0;0;375;18750.0;6340.0;2349.0;50.0;Apartamento
324;Apartamento;Botafogo;3;1;1;102;5100.0;1300.0;0.0;50.0;Apartamento
325;Apartamento;Gávea;3;0;1;120;2700.0;880.0;238.0;22.5;Apartamento
326;Apartamento;Humaitá;2;2;1;112;4500.0;1300.0;0.0;40.18;Apartamento
327;Conjunto Comercial/Sala;Centro;0;0;0;34;1000.0;729.0;0.0;29.41;Apartamento
328;Conjunto Comercial/Sala;Centro;0;0;0;48;4500.0;885.0;380.0;93.75;Apartamento
329;Apartamento;Vila da Penha;2;0;0;60;900.0;160.0;25.0;15.0;Apartamento
330;Conjunto Comercial/Sala;Barra da Tijuca;0;2;0;80;5000.0;1100.0;3000.0;62.5;Apartamento
331;Apartamento;Lagoa;1;1;0;75;2800.0;800.0;210.0;37.33;Apartamento
332;Apartamento;Ipanema;3;1;1;125;7000.0;2100.0;463.0;56.0;Apartamento
333;Conjunto Comercial/Sala;Leblon;0;0;0;120;20000.0;2400.0;616.0;166.67;Apartamento
334;Prédio Inteiro;São Cristóvão;0;0;0;1408;24000.0;0.0;0.0;17.05;Apartamento
335;Apartamento;Engenho Novo;2;0;0;53;1400.0;460.0;12.0;26.42;Apartamento
336;Apartamento;Recreio dos Bandeirantes;3;3;1;132;2800.0;879.0;0.0;21.21;Apartamento
337;Loft;Barra da Tijuca;1;1;1;78;2700.0;1370.0;188.0;34.62;Apartamento
338;Apartamento;Barra da Tijuca;2;2;1;86;3500.0;1307.0;0.0;40.7;Apartamento
339;Apartamento;Recreio dos Bandeirantes;2;1;1;80;1700.0;690.0;150.0;21.25;Apartamento
340;Galpão/Depósito/Armazém;Campo Grande;0;3;0;300;6000.0;0.0;0.0;20.0;Apartamento
341;Apartamento;Recreio dos Bandeirantes;4;2;2;200;3600.0;1177.0;320.0;18.0;Apartamento
342;Conjunto Comercial/Sala;Recreio dos Bandeirantes;0;1;0;23;900.0;500.0;0.0;39.13;Apartamento
343;Galpão/Depósito/Armazém;Campo Grande;0;0;0;1000;8000.0;0.0;0.0;8.0;Apartamento
344;Apartamento;Barra da Tijuca;2;1;1;77;2500.0;830.0;156.0;32.47;Apartamento
345;Apartamento;Engenho Novo;1;1;0;63;700.0;625.0;36.0;11.11;Apartamento
346;Conjunto Comercial/Sala;Centro;0;0;0;22;800.0;264.0;83.0;36.36;Apartamento
347;Casa;Grajaú;5;4;2;450;7000.0;0.0;500.0;15.56;Casa
348;Apartamento;Barra da Tijuca;4;2;2;149;4500.0;2130.0;0.0;30.2;Apartamento
349;Apartamento;Recreio dos Bandeirantes;3;2;2;106;2500.0;780.0;248.0;23.58;Apartamento
350;Conjunto Comercial/Sala;Botafogo;0;10;0;534;45000.0;14850.0;0.0;84.27;Apartamento
351;Apartamento;Anil;2;1;0;48;1100.0;400.0;0.0;22.92;Apartamento
352;Apartamento;Ipanema;4;1;2;250;12000.0;2300.0;1050.0;48.0;Apartamento
353;Apartamento;Gávea;2;1;1;68;2700.0;850.0;186.0;39.71;Apartamento
354;Apartamento;Barra da Tijuca;2;1;1;75;1400.0;1280.0;0.0;18.67;Apartamento
355;Loja/Salão;Vila Valqueire;0;0;0;30;1100.0;0.0;0.0;36.67;Apartamento
356;Apartamento;Ipanema;2;1;1;97;7000.0;4000.0;4725.0;72.16;Apartamento
357;Casa de Condomínio;Vargem Grande;2;2;1;90;1700.0;618.0;338.0;18.89;Casa
358;Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;72;2200.0;835.0;595.0;30.56;Apartamento
359;Apartamento;Cachambi;3;0;0;70;900.0;200.0;30.0;12.86;Apartamento
360;Quitinete;Leblon;1;0;0;30;1700.0;560.0;62.0;56.67;Apartamento
361;Apartamento;Copacabana;4;2;1;279;3150.0;2025.0;370.0;11.29;Apartamento
362;Casa;Tanque;2;1;0;59;1200.0;170.0;0.0;20.34;Casa
363;Box/Garagem;Centro;0;1;0;0;250.0;0.0;85.0;inf;Apartamento
364;Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;50;1600.0;870.0;406.0;32.0;Apartamento
365;Apartamento;Laranjeiras;5;3;2;713;30000.0;3800.0;0.0;42.08;Apartamento
366;Conjunto Comercial/Sala;Botafogo;0;28;0;1510;211400.0;50902.0;8138.0;140.0;Apartamento
367;Apartamento;Cachambi;2;1;0;70;950.0;530.0;30.0;13.57;Apartamento
368;Casa;Campo Grande;3;0;0;200;2100.0;0.0;0.0;10.5;Casa
369;Conjunto Comercial/Sala;Centro;0;0;0;254;10000.0;5600.0;0.0;39.37;Apartamento
370;Conjunto Comercial/Sala;Centro;0;0;0;24;600.0;386.0;119.0;25.0;Apartamento
371;Apartamento;Recreio dos Bandeirantes;4;2;1;400;3500.0;800.0;500.0;8.75;Apartamento
372;Conjunto Comercial/Sala;Centro;0;0;0;250;8000.0;4790.0;1160.0;32.0;Apartamento
373;Conjunto Comercial/Sala;Del Castilho;0;1;0;29;1200.0;760.0;0.0;41.38;Apartamento
374;Apartamento;Recreio dos Bandeirantes;2;1;1;89;1800.0;884.0;170.0;20.22;Apartamento
375;Apartamento;Maracanã;1;1;1;120;1000.0;985.0;150.0;8.33;Apartamento
376;Apartamento;Recreio dos Bandeirantes;4;3;2;181;3500.0;1080.0;423.0;19.34;Apartamento
377;Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;22;750.0;399.0;52.0;34.09;Apartamento
378;Apartamento;Tijuca;2;1;1;70;1500.0;890.0;68.0;21.43;Apartamento
379;Conjunto Comercial/Sala;Santo Cristo;0;0;0;175;5250.0;1750.0;0.0;30.0;Apartamento
380;Casa de Condomínio;Barra da Tijuca;5;6;5;640;13800.0;980.0;1800.0;21.56;Casa
381;Apartamento;Vaz Lobo;2;0;0;70;1000.0;32.0;0.0;14.29;Apartamento
382;Conjunto Comercial/Sala;Tijuca;0;0;0;150;7200.0;1700.0;481.0;48.0;Apartamento
383;Conjunto Comercial/Sala;Centro;0;0;0;219;23000.0;5938.0;1303.0;105.02;Apartamento
384;Conjunto Comercial/Sala;Centro;0;0;0;322;8500.0;4315.0;81.0;26.4;Apartamento
385;Conjunto Comercial/Sala;São Cristóvão;1;1;0;25;800.0;427.0;471.0;32.0;Apartamento
386;Apartamento;Madureira;2;0;0;40;600.0;415.0;0.0;15.0;Apartamento
387;Apartamento;Recreio dos Bandeirantes;2;0;0;75;1700.0;659.0;0.0;22.67;Apartamento
388;Apartamento;Copacabana;2;1;1;81;2900.0;893.0;190.0;35.8;Apartamento
389;Conjunto Comercial/Sala;Barra da Tijuca;0;4;0;350;16500.0;6030.0;3980.0;47.14;Apartamento
390;Casa;Bonsucesso;2;0;0;51;1000.0;0.0;0.0;19.61;Casa
391;Casa de Condomínio;Barra da Tijuca;5;3;5;1000;20000.0;1800.0;1800.0;20.0;Casa
392;Flat;Humaitá;1;1;0;55;2000.0;1232.0;176.0;36.36;Apartamento
393;Conjunto Comercial/Sala;Centro;0;0;0;360;9000.0;2968.0;1208.0;25.0;Apartamento
394;Apartamento;Praça Seca;3;0;0;90;900.0;330.0;15.0;10.0;Apartamento
395;Apartamento;Vila Isabel;3;3;1;124;1700.0;1400.0;0.0;13.71;Apartamento
396;Apartamento;Recreio dos Bandeirantes;5;3;4;430;6000.0;899.0;750.0;13.95;Apartamento
397;Loja/Salão;Barra da Tijuca;0;0;0;210;55000.0;0.0;3000.0;261.9;Apartamento
398;Apartamento;Ipanema;2;0;1;75;5200.0;476.0;120.0;69.33;Apartamento
399;Conjunto Comercial/Sala;Recreio dos Bandeirantes;0;1;0;34;1600.0;732.0;141.0;47.06;Apartamento
400;Apartamento;São Conrado;5;2;3;400;13000.0;4165.0;689.0;32.5;Apartamento
401;Loja/Salão;Recreio dos Bandeirantes;0;1;0;54;1500.0;364.0;173.0;27.78;Apartamento
402;Apartamento;Freguesia (Jacarepaguá);3;2;1;126;1500.0;1000.0;150.0;11.9;Apartamento
403;Apartamento;Laranjeiras;2;1;1;70;2300.0;620.0;190.0;32.86;Apartamento
404;Apartamento;Recreio dos Bandeirantes;3;2;1;94;1900.0;1300.0;198.0;20.21;Apartamento
405;Apartamento;Barra da Tijuca;4;3;4;192;5000.0;2200.0;562.0;26.04;Apartamento
406;Conjunto Comercial/Sala;Centro;0;18;0;1141;79855.0;22302.0;2977.0;69.99;Apartamento
407;Apartamento;Copacabana;1;0;0;43;1600.0;452.0;242.0;37.21;Apartamento
408;Apartamento;Barra da Tijuca;2;1;1;70;2200.0;780.0;0.0;31.43;Apartamento
409;Apartamento;São Francisco Xavier;3;1;1;73;1200.0;520.0;0.0;16.44;Apartamento
410;Apartamento;Copacabana;3;0;0;120;3000.0;1420.0;0.0;25.0;Apartamento
411;Conjunto Comercial/Sala;Tijuca;0;0;0;29;800.0;1100.0;0.0;27.59;Apartamento
412;Casa de Condomínio;Vargem Grande;5;4;5;300;5000.0;1500.0;250.0;16.67;Casa
413;Conjunto Comercial/Sala;Botafogo;0;11;0;705;68000.0;26715.0;4579.0;96.45;Apartamento
414;Apartamento;Pechincha;2;1;0;64;800.0;248.0;14.0;12.5;Apartamento
415;Apartamento;Copacabana;1;0;0;45;2800.0;450.0;30.0;62.22;Apartamento
416;Conjunto Comercial/Sala;Campo Grande;0;1;0;21;500.0;570.0;0.0;23.81;Apartamento
417;Apartamento;Laranjeiras;2;0;0;110;2500.0;968.0;167.0;22.73;Apartamento
418;Galpão/Depósito/Armazém;São Cristóvão;0;20;0;1100;16000.0;0.0;2435.0;14.55;Apartamento
419;Apartamento;Ipanema;4;3;3;433;37000.0;9800.0;0.0;85.45;Apartamento
420;Apartamento;Flamengo;2;0;0;85;2700.0;800.0;1150.0;31.76;Apartamento
421;Apartamento;Leme;3;1;1;175;8000.0;1380.0;0.0;45.71;Apartamento
422;Casa;Engenho Novo;2;0;0;70;1100.0;0.0;0.0;15.71;Casa
423;Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;75;2500.0;1250.0;681.0;33.33;Apartamento
424;Apartamento;Jacarepaguá;2;1;0;68;1100.0;540.0;0.0;16.18;Apartamento
425;Apartamento;Humaitá;2;1;0;64;2500.0;520.0;0.0;39.06;Apartamento
426;Conjunto Comercial/Sala;Centro;0;0;0;90;2800.0;1640.0;270.0;31.11;Apartamento
427;Apartamento;Copacabana;1;0;1;37;2500.0;447.0;20.0;67.57;Apartamento
428;Apartamento;Copacabana;4;2;2;240;10000.0;2000.0;700.0;41.67;Apartamento
429;Casa de Condomínio;Barra da Tijuca;4;3;2;188;6000.0;1022.0;0.0;31.91;Casa
430;Apartamento;Barra da Tijuca;3;2;2;137;12500.0;1850.0;271.0;91.24;Apartamento
431;Apartamento;Barra da Tijuca;14;2;2;212;5000.0;1200.0;650.0;23.58;Apartamento
432;Apartamento;Irajá;2;1;0;65;1100.0;255.0;0.0;16.92;Apartamento
433;Apartamento;Barra da Tijuca;2;2;1;105;3000.0;1500.0;0.0;28.57;Apartamento
434;Conjunto Comercial/Sala;Centro;0;0;0;240;21000.0;3500.0;0.0;87.5;Apartamento
435;Loja/Salão;Andaraí;0;0;0;330;6000.0;0.0;17285.0;18.18;Apartamento
436;Apartamento;Vila Isabel;2;1;0;70;1100.0;550.0;0.0;15.71;Apartamento
437;Apartamento;São Conrado;4;3;4;600;23000.0;16864.0;3910.0;38.33;Apartamento
438;Apartamento;Gávea;3;1;1;108;5000.0;1769.0;226.0;46.3;Apartamento
439;Apartamento;Recreio dos Bandeirantes;2;1;2;85;2300.0;1350.0;125.0;27.06;Apartamento
440;Apartamento;Catete;1;0;0;45;1600.0;500.0;55.0;35.56;Apartamento
441;Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;32;800.0;870.0;0.0;25.0;Apartamento
442;Quitinete;Copacabana;1;0;0;15;1100.0;600.0;0.0;73.33;Apartamento
443;Conjunto Comercial/Sala;Centro;0;0;0;101;2000.0;4700.0;0.0;19.8;Apartamento
444;Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;28;1600.0;912.0;0.0;57.14;Apartamento
445;Apartamento;Barra da Tijuca;3;2;3;160;7000.0;1087.0;455.0;43.75;Apartamento
446;Conjunto Comercial/Sala;Centro;0;0;0;150;4000.0;2000.0;0.0;26.67;Apartamento
447;Conjunto Comercial/Sala;Botafogo;0;0;0;457;50000.0;17600.0;23500.0;109.41;Apartamento
448;Casa de Vila;Quintino Bocaiúva;2;1;0;48;750.0;0.0;0.0;15.62;Casa
449;Apartamento;Lagoa;3;2;1;130;5000.0;1000.0;300.0;38.46;Apartamento
450;Apartamento;Freguesia (Jacarepaguá);3;2;1;100;2100.0;780.0;140.0;21.0;Apartamento
451;Conjunto Comercial/Sala;Centro;0;2;0;240;7000.0;3203.0;1300.0;29.17;Apartamento
452;Apartamento;Freguesia (Jacarepaguá);3;2;3;180;5500.0;1200.0;318.0;30.56;Apartamento
453;Apartamento;Copacabana;3;0;0;80;2500.0;800.0;157.0;31.25;Apartamento
454;Casa de Condomínio;Barra da Tijuca;3;0;2;367;6000.0;510.0;423.0;16.35;Casa
455;Conjunto Comercial/Sala;Santo Cristo;0;16;0;1200;78000.0;23000.0;0.0;65.0;Apartamento
456;Apartamento;Recreio dos Bandeirantes;3;1;1;85;1900.0;450.0;112.0;22.35;Apartamento
457;Casa;Jardim Botânico;2;4;1;107;9500.0;0.0;1091.0;88.79;Casa
458;Conjunto Comercial/Sala;Botafogo;0;15;0;700;59500.0;21994.0;5586.0;85.0;Apartamento
459;Conjunto Comercial/Sala;Barra da Tijuca;0;0;0;10;6213.0;0.0;0.0;621.3;Apartamento
460;Apartamento;Barra da Tijuca;5;4;3;171;9000.0;2000.0;3500.0;52.63;Apartamento
461;Apartamento;Centro;1;0;0;42;2200.0;619.0;202.0;52.38;Apartamento
462;Apartamento;Méier;2;1;0;62;1000.0;600.0;38.0;16.13;Apartamento
463;Quitinete;Leblon;1;0;0;25;1950.0;360.0;58.0;78.0;Apartamento
464;Loja/Salão;Taquara;0;0;0;15;600.0;0.0;0.0;40.0;Apartamento
465;Apartamento;Leblon;4;3;4;260;13500.0;3100.0;0.0;51.92;Apartamento
466;Casa;Recreio dos Bandeirantes;4;4;2;367;12000.0;0.0;653.0;32.7;Casa
467;Conjunto Comercial/Sala;Centro;0;0;0;594;9000.0;0.0;727.0;15.15;Apartamento
468;Loja/Salão;Copacabana;0;0;0;310;30000.0;700.0;0.0;96.77;Apartamento
469;Conjunto Comercial/Sala;Centro;0;0;0;373;30000.0;6723.0;1492.0;80.43;Apartamento
470;Conjunto Comercial/Sala;Ipanema;0;5;0;200;25200.0;4680.0;0.0;126.0;Apartamento
471;Apartamento;Grajaú;2;0;0;65;1400.0;415.0;21.0;21.54;Apartamento
472;Apartamento;Lagoa;4;3;1;180;11000.0;2530.0;812.0;61.11;Apartamento
473;Apartamento;Copacabana;1;0;0;43;1800.0;639.0;76.0;41.86;Apartamento
474;Apartamento;Lagoa;2;1;1;80;2200.0;2600.0;420.0;27.5;Apartamento
475;Conjunto Comercial/Sala;Copacabana;0;0;0;25;1000.0;434.0;101.0;40.0;Apartamento
476;Apartamento;Flamengo;2;1;0;57;2800.0;832.0;98.0;49.12;Apartamento
477;Apartamento;Campo Grande;3;1;1;98;1800.0;950.0;0.0;18.37;Apartamento
478;Apartamento;Jardim Botânico;3;1;2;170;6000.0;860.0;540.0;35.29;Apartamento
479;Casa Comercial;Botafogo;3;0;0;280;13000.0;450.0;1387.0;46.43;Apartamento
480;Apartamento;Leblon;4;2;2;207;15500.0;6000.0;934.0;74.88;Apartamento
481;Conjunto Comercial/Sala;Recreio dos Bandeirantes;0;1;0;23;1000.0;680.0;0.0;43.48;Apartamento
482;Apartamento;Barra da Tijuca;4;4;4;518;38000.0;5004.0;1747.0;73.36;Apartamento
483;Galpão/Depósito/Armazém;Cordovil;0;0;0;850;8500.0;0.0;0.0;10.0;Apartamento
484;Apartamento;Ipanema;1;0;1;50;2400.0;897.0;26.0;48.0;Apartamento
485;Quitinete;Copacabana;1;0;0;35;1700.0;400.0;55.0;48.57;Apartamento
486;Loja/Salão;Catete;0;6;0;300;17500.0;310.0;14000.0;58.33;Apartamento
487;Apartamento;Recreio dos Bandeirantes;3;2;1;150;2500.0;1012.0;0.0;16.67;Apartamento
488;Loja/Salão;Barra da Tijuca;0;1;0;49;2000.0;780.0;0.0;40.82;Apartamento
489;Conjunto Comercial/Sala;Centro;0;3;0;151;11025.0;3430.0;0.0;73.01;Apartamento
490;Apartamento;Copacabana;2;0;0;65;2700.0;710.0;130.0;41.54;Apartamento
491;Apartamento;Recreio dos Bandeirantes;4;3;2;300;4500.0;1500.0;580.0;15.0;Apartamento
492;Apartamento;Recreio dos Bandeirantes;2;2;1;115;1900.0;661.0;0.0;16.52;Apartamento
493;Casa de Vila;Jacarepaguá;3;1;0;100;2000.0;100.0;0.0;20.0;Casa
494;Conjunto Comercial/Sala;Barra da Tijuca;0;7;0;300;15000.0;9360.0;0.0;50.0;Apartamento
495;Apartamento;Recreio dos Bandeirantes;3;3;1;110;1500.0;873.0;0.0;13.64;Apartamento
496;Casa;Botafogo;12;5;0;500;18000.0;0.0;1800.0;36.0;Casa
497;Conjunto Comercial/Sala;Ipanema;0;0;0;45;5000.0;2200.0;243.0;111.11;Apartamento
498;Apartamento;Barra da Tijuca;4;3;4;304;13000.0;3800.0;1350.0;42.76;Apartamento
499;Loja/Salão;Freguesia (Jacarepaguá);0;0;0;197;8000.0;0.0;690.0;40.61;Apartamento
500;Conjunto Comercial/Sala;Recreio dos Bandeirantes;0;1;0;28;900.0;560.0;185.0;32.14;Apartamento
501;Casa de Condomínio;Barra da Tijuca;4;2;4;280;8500.0;750.0;620.0;30.36;Casa
502;Prédio Inteiro;Barra da Tijuca;0;80;0;5500;480000.0;0.0;0.0;87.27;Apartamento
503;Apartamento;Tijuca;3;1;0;88;2300.0;790.0;885.0;26.14;Apartamento
504;Apartamento;Ipanema;3;1;1;145;7200.0;2900.0;500.0;49.66;Apartamento
505;Casa;Catete;10;0;10;300;15000.0;0.0;220.0;50.0;Casa
506;Apartamento;Urca;1;0;0;53;2800.0;770.0;0.0;52.83;Apartamento
507;Apartamento;Ipanema;3;1;1;116;5000.0;1600.0;316.0;43.1;Apartamento
508;Apartamento;Tijuca;3;1;0;116;2000.0;790.0;194.0;17.24;Apartamento
509;Apartamento;Vila Isabel;3;0;0;82;1200.0;664.0;86.0;14.63;Apartamento
510;Quitinete;Glória;1;0;1;26;850.0;321.0;29.0;32.69;Apartamento
511;Apartamento;Barra da Tijuca;3;2;1;130;4800.0;1700.0;433.0;36.92;Apartamento
512;Apartamento;Freguesia (Jacarepaguá);3;1;1;90;1700.0;595.0;0.0;18.89;Apartamento
513;Apartamento;Flamengo;2;1;0;68;2000.0;536.0;148.0;29.41;Apartamento
514;Apartamento;Copacabana;1;0;0;60;2800.0;620.0;128.0;46.67;Apartamento
515;Loja/Salão;Engenho de Dentro;0;0;0;56;2200.0;0.0;100.0;39.29;Apartamento
516;Apartamento;Taquara;2;1;0;53;1100.0;450.0;150.0;20.75;Apartamento
517;Apartamento;Penha;2;0;0;64;950.0;180.0;0.0;14.84;Apartamento
518;Apartamento;Jardim Botânico;3;1;1;130;6400.0;1500.0;0.0;49.23;Apartamento
519;Loja/Salão;Barra da Tijuca;0;0;0;140;7200.0;315.0;1550.0;51.43;Apartamento
520;Apartamento;Leblon;2;1;0;90;3500.0;1300.0;200.0;38.89;Apartamento
521;Apartamento;Leblon;4;2;4;200;8500.0;2710.0;945.0;42.5;Apartamento
522;Conjunto Comercial/Sala;Centro;0;0;0;208;5000.0;2670.0;530.0;24.04;Apartamento
523;Apartamento;Tijuca;1;1;1;84;2000.0;718.0;120.0;23.81;Apartamento
524;Galpão/Depósito/Armazém;Vigário Geral;0;0;0;2000;30000.0;0.0;0.0;15.0;Apartamento
525;Quitinete;Gardênia Azul;1;0;0;20;485.0;0.0;0.0;24.25;Apartamento
526;Apartamento;Flamengo;1;0;0;30;1490.0;315.0;55.0;49.67;Apartamento
527;Casa;São Conrado;4;0;4;1200;25000.0;0.0;0.0;20.83;Casa
528;Conjunto Comercial/Sala;Freguesia (Jacarepaguá);0;1;0;21;700.0;350.0;0.0;33.33;Apartamento
529;Apartamento;Maracanã;2;0;0;79;1700.0;600.0;0.0;21.52;Apartamento
530;Apartamento;Copacabana;1;1;0;150;3000.0;1200.0;390.0;20.0;Apartamento
531;Conjunto Comercial/Sala;Jacarepaguá;0;1;0;25;990.0;570.0;0.0;39.6;Apartamento
532;Conjunto Comercial/Sala;Flamengo;0;0;0;15;850.0;622.0;165.0;56.67;Apartamento
533;Apartamento;Barra da Tijuca;3;2;3;156;5500.0;2300.0;398.0;35.26;Apartamento
534;Conjunto Comercial/Sala;Botafogo;0;3;0;90;5900.0;2220.0;0.0;65.56;Apartamento
535;Loja/Salão;Barra da Tijuca;0;1;0;65;2200.0;595.0;500.0;33.85;Apartamento
536;Apartamento;Flamengo;1;0;1;38;1450.0;690.0;55.0;38.16;Apartamento
537;Apartamento;Botafogo;2;0;0;115;2200.0;1045.0;190.0;19.13;Apartamento
538;Conjunto Comercial/Sala;Recreio dos Bandeirantes;0;2;0;25;800.0;364.0;172.0;32.0;Apartamento
539;Apartamento;Tijuca;2;0;0;49;1800.0;180.0;0.0;36.73;Apartamento
540;Terreno Padrão;Penha;0;0;0;721;4000.0;0.0;611.0;5.55;Apartamento
541;Apartamento;Jacarepaguá;2;1;1;80;1900.0;1350.0;100.0;23.75;Apartamento
542;Apartamento;Copacabana;2;0;0;120;3800.0;1000.0;197.0;31.67;Apartamento
543;Apartamento;Barra da Tijuca;2;1;1;70;1800.0;681.0;120.0;25.71;Apartamento
544;Conjunto Comercial/Sala;Freguesia (Jacarepaguá);0;1;0;21;800.0;306.0;56.0;38.1;Apartamento
545;Loja/Salão;Santa Cruz;0;0;0;42;1000.0;0.0;0.0;23.81;Apartamento
546;Apartamento;Bonsucesso;3;1;0;98;2800.0;390.0;0.0;28.57;Apartamento
547;Apartamento;Barra da Tijuca;2;1;1;70;3240.0;950.0;0.0;46.29;Apartamento
548;Apartamento;Flamengo;2;1;0;90;3200.0;980.0;0.0;35.56;Apartamento
549;Conjunto Comercial/Sala;Freguesia (Jacarepaguá);0;1;0;24;800.0;400.0;90.0;33.33;Apartamento
550;Apartamento;Ipanema;2;0;0;99;3300.0;920.0;0.0;33.33;Apartamento
551;Conjunto Comercial/Sala;Centro;0;0;0;42;700.0;515.0;83.0;16.67;Apartamento
552;Apartamento;Copacabana;3;1;0;80;3100.0;700.0;1208.0;38.75;Apartamento
553;Apartamento;Copacabana;2;1;0;74;2600.0;1021.0;0.0;35.14;Apartamento
554;Apartamento;Humaitá;2;1;0;75;2900.0;926.0;90.0;38.67;Apartamento
555;Apartamento;Barra da Tijuca;4;3;4;250;9500.0;2800.0;523.0;38.0;Apartamento
556;Loja/Salão;Centro;0;0;0;530;12000.0;7435.0;1750.0;22.64;Apartamento
557;Apartamento;Recreio dos Bandeirantes;2;1;1;80;1600.0;770.0;108.0;20.0;Apartamento
558;Apartamento;Recreio dos Bandeirantes;3;4;1;217;3300.0;947.0;547.0;15.21;Apartamento
559;Apartamento;Ipanema;4;1;3;250;12000.0;2300.0;1037.0;48.0;Apartamento
560;Casa;Campo Grande;2;1;2;100;1500.0;0.0;30.0;15.0;Casa
561;Apartamento;São Conrado;3;2;1;140;4700.0;1620.0;515.0;33.57;Apartamento
562;Apartamento;Barra da Tijuca;4;3;2;260;7500.0;3550.0;350.0;28.85;Apartamento
563;Apartamento;Laranjeiras;2;0;0;85;2100.0;700.0;95.0;24.71;Apartamento
564;Apartamento;Rio Comprido;2;1;0;69;1900.0;600.0;70.0;27.54;Apartamento
